userId,movieId,tag,tag_normalized,tag_datetime,timestamp
62,410,dark comedy,dark comedy,2018-05-06 19:56:50,1525636610
62,410,family,family,2018-05-06 19:58:28,1525636708
62,410,gothic,gothic,2018-05-06 19:56:49,1525636609
62,2023,Al Pacino,al pacino,2018-05-06 19:58:48,1525636728
62,2023,Andy Garcia,andy garcia,2018-05-06 19:59:28,1525636768
62,2023,Classic,classic,2018-05-06 19:59:12,1525636752
62,2023,Francis Ford Coppola,francis ford coppola,2018-05-06 19:59:12,1525636752
62,2023,mafia,mafia,2018-05-06 19:58:53,1525636733
62,2124,black comedy,black comedy,2018-05-06 20:00:47,1525636847
62,2124,Christina Ricci,christina ricci,2018-05-06 20:01:07,1525636867
62,2124,Christopher Lloyd,christopher lloyd,2018-05-06 20:00:59,1525636859
62,2124,Family,family,2018-05-06 20:00:55,1525636855
62,2124,gothic,gothic,2018-05-06 20:00:49,1525636849
62,2124,quirky,quirky,2018-05-06 20:00:46,1525636846
62,2953,family,family,2018-05-06 20:01:23,1525636883
62,2953,funny,funny,2018-05-06 20:01:25,1525636885
62,2953,Macaulay Culkin,macaulay culkin,2018-05-06 20:01:30,1525636890
62,2953,sequel,sequel,2018-05-06 20:01:27,1525636887
62,3114,animation,animation,2018-05-06 20:01:43,1525636903
62,3114,Disney,disney,2018-05-06 20:01:42,1525636902
62,3114,funny,funny,2018-05-06 20:01:53,1525636913
62,3114,original,original,2018-05-06 20:01:57,1525636917
62,3114,Pixar,pixar,2018-05-06 20:01:41,1525636901
62,3114,sequel,sequel,2018-05-06 20:01:50,1525636910
62,3114,Tom Hanks,tom hanks,2018-05-06 20:02:05,1525636925
62,3578,ancient Rome,ancient rome,2018-06-04 22:48:24,1528152504
62,3578,Epic,epic,2018-06-04 22:47:49,1528152469
62,3578,history,history,2018-06-04 22:47:47,1528152467
62,3578,imdb top 250,imdb top 250,2018-06-04 22:48:18,1528152498
62,3578,revenge,revenge,2018-06-04 22:48:16,1528152496
62,3578,Rome,rome,2018-06-04 22:47:43,1528152463
62,3578,Russell Crowe,russell crowe,2018-06-04 22:47:45,1528152465
62,4223,Ed Harris,ed harris,2018-06-03 11:21:09,1528024869
62,4223,Jude Law,jude law,2018-06-03 11:20:54,1528024854
62,4223,Rachel Weisz,rachel weisz,2018-06-03 11:21:13,1528024873
62,4223,sniper,sniper,2018-06-03 11:20:52,1528024852
62,4223,World War II,world war ii,2018-06-03 11:21:17,1528024877
62,5388,Al Pacino,al pacino,2018-06-29 22:20:09,1530310809
62,5388,atmospheric,atmospheric,2018-06-29 22:22:39,1530310959
62,5388,Hilary Swank,hilary swank,2018-06-29 22:22:32,1530310952
62,5388,Robin Williams,robin williams,2018-06-29 22:20:11,1530310811
62,6058,sequel,sequel,2018-05-05 21:17:33,1525555053
62,6058,violent,violent,2018-05-05 21:17:31,1525555051
62,6534,dogs,dogs,2018-05-05 21:01:36,1525554096
62,6534,Eric Bana,eric bana,2018-05-05 21:01:26,1525554086
62,6534,mad scientist,mad scientist,2018-05-05 21:01:38,1525554098
62,6534,marvel,marvel,2018-05-05 21:01:40,1525554100
62,6541,captain nemo,captain nemo,2018-05-05 21:00:54,1525554054
62,6541,comic book,comic book,2018-05-05 21:00:28,1525554028
62,6541,gothic,gothic,2018-05-05 21:00:56,1525554056
62,6541,Peta Wilson,peta wilson,2018-05-05 21:00:40,1525554040
62,6541,Sean Connery,sean connery,2018-05-05 21:00:26,1525554026
62,6541,superhero,superhero,2018-05-05 21:00:51,1525554051
62,6564,adventure,adventure,2018-05-05 21:07:19,1525554439
62,6564,Angelina Jolie,angelina jolie,2018-05-05 21:07:12,1525554432
62,6564,heroine in tight suit,heroine in tight suit,2018-05-05 21:07:21,1525554441
62,7153,Adventure,adventure,2018-06-04 22:49:18,1528152558
62,7153,ensemble cast,ensemble cast,2018-06-04 22:49:38,1528152578
62,7153,fantasy,fantasy,2018-06-04 22:49:16,1528152556
62,7153,fantasy world,fantasy world,2018-06-04 22:49:31,1528152571
62,7153,great soundtrack,great soundtrack,2018-06-04 22:49:35,1528152575
62,7153,lord of the rings,lord of the rings,2018-06-04 22:49:41,1528152581
62,7153,scenic,scenic,2018-06-04 22:49:40,1528152580
62,7153,stylized,stylized,2018-06-04 22:49:37,1528152577
62,7153,Tolkien,tolkien,2018-06-04 22:49:21,1528152561
62,8641,hilarious,hilarious,2018-05-13 22:05:38,1526249138
62,8641,Steve Carell,steve carell,2018-05-13 22:05:56,1526249156
62,8641,Will Ferrell,will ferrell,2018-05-13 22:05:35,1526249135
62,27660,animation,animation,2018-05-05 21:08:10,1525554490
62,27660,anime,anime,2018-05-05 21:08:08,1525554488
62,27660,cyberpunk,cyberpunk,2018-05-05 21:08:06,1525554486
62,27660,dark,dark,2018-05-05 21:08:20,1525554500
62,27660,Matrix,matrix,2018-05-05 21:08:13,1525554493
62,27660,sci-fi,sci fi,2018-05-05 21:08:11,1525554491
62,27706,dark comedy,dark comedy,2018-05-13 21:56:38,1526248598
62,27706,Jim Carrey,jim carrey,2018-05-13 21:56:15,1526248575
62,27706,meryl streep,meryl streep,2018-05-13 21:56:20,1526248580
62,27706,quirky,quirky,2018-05-13 21:55:53,1526248553
62,27706,stylized,stylized,2018-05-13 21:56:41,1526248601
62,27808,Adam Sandler,adam sandler,2018-05-05 21:15:00,1525554900
62,27808,family,family,2018-05-05 21:15:19,1525554919
62,27808,sweet,sweet,2018-05-05 21:15:22,1525554922
62,27831,British gangster,british gangster,2018-07-27 20:28:24,1532723304
62,27831,confusing,confusing,2018-07-27 20:29:24,1532723364
62,27831,daniel craig,daniel craig,2018-07-27 20:28:25,1532723305
62,27831,Exquisite plotting.,exquisite plotting,2018-07-27 20:29:15,1532723355
62,27831,organized crime,organized crime,2018-07-27 20:29:29,1532723369
62,27831,stylish,stylish,2018-07-27 20:29:16,1532723356
62,27831,Tom Hardy,tom hardy,2018-07-27 20:29:19,1532723359
62,31658,anime,anime,2018-05-09 12:30:41,1525869041
62,31658,fantasy world,fantasy world,2018-05-09 12:30:51,1525869051
62,31658,Hayao Miyazaki,hayao miyazaki,2018-05-09 12:30:46,1525869046
62,31658,Studio Ghibli,studio ghibli,2018-05-09 12:30:44,1525869044
62,33162,David Thewlis,david thewlis,2018-05-05 21:10:05,1525554605
62,33162,Eva Green,eva green,2018-05-05 21:09:10,1525554550
62,33162,Liam Neeson,liam neeson,2018-05-05 21:09:37,1525554577
62,33162,Orlando Bloom,orlando bloom,2018-05-05 21:08:31,1525554511
62,34150,Chris Evans,chris evans,2018-05-05 21:02:21,1525554141
62,34150,comic book,comic book,2018-05-05 21:00:03,1525554003
62,34150,heroine in tight suit,heroine in tight suit,2018-05-05 21:02:18,1525554138
62,34150,Jessica Alba,jessica alba,2018-05-05 21:02:07,1525554127
62,34150,sexy female scientist,sexy female scientist,2018-05-05 21:02:24,1525554144
62,34150,superhero,superhero,2018-05-05 20:59:37,1525553977
62,37729,gothic,gothic,2018-06-29 22:15:27,1530310527
62,37729,helena bonham carter,helena bonham carter,2018-06-29 22:15:34,1530310534
62,37729,Johnny Depp,johnny depp,2018-06-29 22:15:29,1530310529
62,37729,Tim Burton,tim burton,2018-06-29 22:15:26,1530310526
62,37729,visually appealing,visually appealing,2018-06-29 22:15:41,1530310541
62,38061,black comedy,black comedy,2018-07-27 20:29:40,1532723380
62,38061,clever,clever,2018-07-27 20:30:03,1532723403
62,38061,fast-paced dialogue,fast paced dialogue,2018-07-27 20:30:06,1532723406
62,38061,good dialogue,good dialogue,2018-07-27 20:30:28,1532723428
62,38061,Robert Downey Jr.,robert downey jr,2018-07-27 20:30:08,1532723408
62,38061,witty,witty,2018-07-27 20:30:02,1532723402
62,45447,adventure,adventure,2018-05-06 20:04:24,1525637064
62,45447,Audrey Tautou,audrey tautou,2018-05-06 20:04:35,1525637075
62,45447,conspiracy theory,conspiracy theory,2018-05-06 20:04:22,1525637062
62,45447,Mystery,mystery,2018-05-06 20:04:41,1525637081
62,45447,Paris,paris,2018-05-06 20:04:39,1525637079
62,45447,Tom Hanks,tom hanks,2018-05-06 20:04:27,1525637067
62,45447,treasure hunt,treasure hunt,2018-05-06 20:04:44,1525637084
62,46723,Brad Pitt,brad pitt,2018-05-05 21:03:37,1525554217
62,46723,cate blanchett,cate blanchett,2018-05-05 21:03:47,1525554227
62,46723,multiple storylines,multiple storylines,2018-05-05 21:03:35,1525554215
62,46723,social commentary,social commentary,2018-05-05 21:04:06,1525554246
62,46972,Ben Stiller,ben stiller,2018-05-05 21:04:14,1525554254
62,46972,Robin Williams,robin williams,2018-05-05 21:04:15,1525554255
62,46976,emma thompson,emma thompson,2018-09-13 21:38:12,1536874692
62,46976,Maggie Gyllenhaal,maggie gyllenhaal,2018-09-13 21:37:35,1536874655
62,46976,modern fantasy,modern fantasy,2018-09-13 21:37:38,1536874658
62,46976,romance,romance,2018-09-13 21:37:31,1536874651
62,46976,surreal,surreal,2018-09-13 21:37:42,1536874662
62,46976,Will Ferrell,will ferrell,2018-09-13 21:37:33,1536874653
62,49130,Marion Cotillard,marion cotillard,2018-05-17 18:39:31,1526582371
62,49530,Africa,africa,2018-09-13 21:38:26,1536874706
62,49530,corruption,corruption,2018-09-13 21:38:24,1536874704
62,49530,Jennifer Connelly,jennifer connelly,2018-09-13 21:38:21,1536874701
62,49530,justice,justice,2018-09-13 21:38:29,1536874709
62,49530,Leonardo DiCaprio,leonardo dicaprio,2018-09-13 21:38:18,1536874698
62,53464,bad acting,bad acting,2018-05-05 21:13:17,1525554797
62,53464,bad jokes,bad jokes,2018-05-05 21:13:31,1525554811
62,53464,bad plot,bad plot,2018-05-05 21:13:42,1525554822
62,53464,Chris Evans,chris evans,2018-05-05 21:13:27,1525554807
62,53464,Jessica Alba,jessica alba,2018-05-05 21:13:14,1525554794
62,53464,Marvel,marvel,2018-05-05 21:13:12,1525554792
62,53464,sexy female scientist,sexy female scientist,2018-05-05 21:13:33,1525554813
62,58047,Rachel Weisz,rachel weisz,2018-06-13 17:02:44,1528909364
62,58047,Ryan Reynolds,ryan reynolds,2018-06-13 17:02:27,1528909347
62,59501,fantasy,fantasy,2018-05-06 20:11:47,1525637507
62,59501,lion,lion,2018-05-06 20:11:57,1525637517
62,59501,narnia,narnia,2018-05-06 20:11:48,1525637508
62,59501,Tilda Swinton,tilda swinton,2018-05-06 20:13:23,1525637603
62,60074,bad script,bad script,2018-05-05 21:01:56,1525554116
62,60074,Charlize Theron,charlize theron,2018-05-05 21:02:01,1525554121
62,60074,Will Smith,will smith,2018-05-05 21:01:47,1525554107
62,60126,Anne Hathaway,anne hathaway,2018-05-22 15:50:40,1527004240
62,60126,Steve Carell,steve carell,2018-05-22 15:50:38,1527004238
62,60756,comedy,comedy,2018-06-13 23:59:44,1528934384
62,60756,funny,funny,2018-06-13 23:59:41,1528934381
62,60756,will ferrell,will ferrell,2018-06-13 23:59:39,1528934379
62,61024,comedy,comedy,2018-06-13 23:56:58,1528934218
62,61024,James Franco,james franco,2018-06-13 23:56:54,1528934214
62,61024,Seth Rogen,seth rogen,2018-06-13 23:56:56,1528934216
62,61024,Stoner Movie,stoner movie,2018-06-13 23:56:59,1528934219
62,63992,audience intelligence underestimated,audience intelligence underestimated,2018-06-13 23:57:17,1528934237
62,63992,boring,boring,2018-06-13 23:57:21,1528934241
62,63992,chick flick,chick flick,2018-06-13 23:57:27,1528934247
62,63992,overrated,overrated,2018-06-13 23:57:20,1528934240
62,63992,Teen movie,teen movie,2018-06-13 23:57:13,1528934233
62,68848,Adrien Brody,adrien brody,2018-05-25 18:51:45,1527274305
62,68848,con artists,con artists,2018-05-25 18:52:00,1527274320
62,68848,funny,funny,2018-05-25 18:52:02,1527274322
62,68848,interesting characters,interesting characters,2018-05-25 18:52:04,1527274324
62,68848,Mark Ruffalo,mark ruffalo,2018-05-25 18:51:56,1527274316
62,68848,Rachel Weisz,rachel weisz,2018-05-25 18:51:51,1527274311
62,71535,Bill Murray,bill murray,2018-06-23 18:06:38,1529777198
62,71535,dark comedy,dark comedy,2018-06-23 18:06:29,1529777189
62,71535,Emma Stone,emma stone,2018-06-23 18:06:32,1529777192
62,71535,funny,funny,2018-06-23 18:06:34,1529777194
62,71535,Jesse Eisenberg,jesse eisenberg,2018-06-23 18:06:26,1529777186
62,71535,Woody Harrelson,woody harrelson,2018-06-23 18:05:29,1529777129
62,87430,audience intelligence underestimated,audience intelligence underestimated,2018-05-05 21:19:32,1525555172
62,87430,CGI,cgi,2018-05-05 21:19:28,1525555168
62,87430,cheesy,cheesy,2018-05-05 21:19:30,1525555170
62,87430,comic book,comic book,2018-05-05 21:19:24,1525555164
62,87430,DC,dc,2018-05-05 21:19:36,1525555176
62,87430,DC Comics,dc comics,2018-05-05 21:19:44,1525555184
62,87430,Ryan Reynolds,ryan reynolds,2018-05-05 21:19:22,1525555162
62,87430,space,space,2018-05-05 21:19:42,1525555182
62,87430,superhero,superhero,2018-05-05 21:19:41,1525555181
62,88405,comedy,comedy,2018-05-05 21:14:39,1525554879
62,88405,funny,funny,2018-05-05 21:14:28,1525554868
62,88405,happy ending,happy ending,2018-05-05 21:14:32,1525554872
62,88405,HOT actress,hot actress,2018-05-05 21:14:40,1525554880
62,88405,Justin Timberlake,justin timberlake,2018-05-05 21:14:33,1525554873
62,88405,Mila Kunis,mila kunis,2018-05-05 21:14:21,1525554861
62,88405,New York City,new york city,2018-05-05 21:14:26,1525554866
62,88405,romance,romance,2018-05-05 21:14:43,1525554883
62,88405,sex,sex,2018-05-05 21:14:24,1525554864
62,96861,Istanbul,istanbul,2018-06-21 20:01:02,1529611262
62,96861,Liam Neeson,liam neeson,2018-06-21 20:00:50,1529611250
62,96861,predictable,predictable,2018-06-21 20:01:06,1529611266
62,96861,Turkey,turkey,2018-06-21 20:00:56,1529611256
62,96861,unnecessary sequel,unnecessary sequel,2018-06-21 20:01:09,1529611269
62,99114,action,action,2018-05-11 22:46:32,1526078792
62,99114,Christoph Waltz,christoph waltz,2018-05-11 22:46:06,1526078766
62,99114,funny,funny,2018-05-11 22:46:18,1526078778
62,99114,good soundtrack,good soundtrack,2018-05-11 22:46:25,1526078785
62,99114,Great performances,great performances,2018-05-11 22:46:08,1526078768
62,99114,Humour,humour,2018-05-11 22:46:27,1526078787
62,99114,Leonardo DiCaprio,leonardo dicaprio,2018-05-11 22:46:02,1526078762
62,99114,Quentin Tarantino,quentin tarantino,2018-05-11 22:46:00,1526078760
62,99114,Samuel L. Jackson,samuel l jackson,2018-05-11 22:46:03,1526078763
62,99114,Soundtrack,soundtrack,2018-05-11 22:46:21,1526078781
62,99114,western,western,2018-05-11 22:46:13,1526078773
62,103042,Amy Adams,amy adams,2018-05-05 21:22:08,1525555328
62,103042,superhero,superhero,2018-05-05 21:21:59,1525555319
62,104863,daniel radcliffe,daniel radcliffe,2018-06-12 22:52:48,1528843968
62,104863,zoe kazan,zoe kazan,2018-06-12 22:52:45,1528843965
62,107348,comedy,comedy,2018-06-14 00:10:11,1528935011
62,107348,Steve Carell,steve carell,2018-06-14 00:10:00,1528935000
62,107348,stupid but funny,stupid but funny,2018-06-14 00:10:13,1528935013
62,107348,will ferrell,will ferrell,2018-06-14 00:10:02,1528935002
62,108190,anti-intellectual,anti intellectual,2018-05-05 21:14:01,1525554841
62,108190,bad writing,bad writing,2018-05-05 21:13:55,1525554835
62,108190,dystopia,dystopia,2018-05-05 21:13:50,1525554830
62,108190,new society,new society,2018-05-05 21:13:52,1525554832
62,108190,plot holes,plot holes,2018-05-05 21:14:05,1525554845
62,108190,predictable,predictable,2018-05-05 21:14:07,1525554847
62,108190,scifi,scifi,2018-05-05 21:13:59,1525554839
62,108190,unintelligent,unintelligent,2018-05-05 21:14:03,1525554843
62,111743,Charlize Theron,charlize theron,2018-07-01 18:57:00,1530471420
62,111743,Liam Neeson,liam neeson,2018-07-01 18:57:14,1530471434
62,111743,Seth MacFarlane,seth macfarlane,2018-07-01 18:56:59,1530471419
62,111743,witty,witty,2018-07-01 18:56:57,1530471417
62,114180,action,action,2018-05-05 21:07:40,1525554460
62,114180,dystopia,dystopia,2018-05-05 21:07:30,1525554450
62,114180,plot holes,plot holes,2018-05-05 21:07:34,1525554454
62,114180,post-apocalyptic,post apocalyptic,2018-05-05 21:07:38,1525554458
62,114180,survival,survival,2018-05-05 21:07:36,1525554456
62,114180,thriller,thriller,2018-05-05 21:07:51,1525554471
62,114180,unexplained,unexplained,2018-05-05 21:07:53,1525554473
62,114180,weak plot,weak plot,2018-05-05 21:07:43,1525554463
62,115149,dark hero,dark hero,2018-06-04 22:44:11,1528152251
62,115149,gun-fu,gun fu,2018-06-04 22:44:17,1528152257
62,115149,Keanu Reeves,keanu reeves,2018-06-04 22:44:04,1528152244
62,115149,Revenge,revenge,2018-06-04 22:44:01,1528152241
62,115149,secret society,secret society,2018-06-04 22:44:18,1528152258
62,115149,stylish,stylish,2018-06-04 22:44:07,1528152247
62,116897,black comedy,black comedy,2018-06-04 22:54:09,1528152849
62,116897,dark comedy,dark comedy,2018-06-04 22:54:19,1528152859
62,116897,dark humor,dark humor,2018-06-04 22:54:07,1528152847
62,116897,ironic,ironic,2018-06-04 22:54:14,1528152854
62,116897,multiple short stories,multiple short stories,2018-06-04 22:54:22,1528152862
62,116897,short stories,short stories,2018-06-04 22:54:12,1528152852
62,119141,bromance,bromance,2018-05-05 21:19:06,1525555146
62,119141,comedy,comedy,2018-05-05 21:18:58,1525555138
62,119141,funny,funny,2018-05-05 21:18:49,1525555129
62,119141,James Franco,james franco,2018-05-05 21:18:52,1525555132
62,119141,Seth Rogen,seth rogen,2018-05-05 21:18:47,1525555127
62,122912,comic book,comic book,2018-05-11 08:57:03,1526029023
62,122912,Dr. Strange,dr strange,2018-05-11 08:56:41,1526029001
62,122912,Great villain,great villain,2018-05-11 08:57:05,1526029025
62,122912,Guardians of the Galaxy,guardians of the galaxy,2018-05-11 08:56:55,1526029015
62,122912,Marvel,marvel,2018-05-11 08:56:37,1526028997
62,122912,MCU,mcu,2018-05-11 08:56:23,1526028983
62,122912,Robert Downey Jr.,robert downey jr,2018-05-11 08:56:31,1526028991
62,122912,Thanos,thanos,2018-05-11 08:56:25,1526028985
62,122912,Thor,thor,2018-05-11 08:56:50,1526029010
62,122912,Visually stunning,visually stunning,2018-05-11 08:56:34,1526028994
62,128360,characters,characters,2018-05-11 22:48:30,1526078910
62,128360,Dialogue,dialogue,2018-05-11 22:48:22,1526078902
62,128360,humor,humor,2018-05-11 22:48:21,1526078901
62,128360,Kurt Russell,kurt russell,2018-05-11 22:48:06,1526078886
62,128360,Quentin Tarantino,quentin tarantino,2018-05-11 22:47:57,1526078877
62,128360,Samuel L. Jackson,samuel l jackson,2018-05-11 22:48:03,1526078883
62,128360,tension building,tension building,2018-05-11 22:48:00,1526078880
62,128360,violent,violent,2018-05-11 22:48:32,1526078912
62,128360,Western,western,2018-05-11 22:48:19,1526078899
62,135133,dystopia,dystopia,2018-05-06 20:11:20,1525637480
62,135133,Jennifer Lawrence,jennifer lawrence,2018-05-06 20:11:24,1525637484
62,135133,love story,love story,2018-05-06 20:11:27,1525637487
62,135133,nonsense,nonsense,2018-05-06 20:11:28,1525637488
62,135133,politics,politics,2018-05-06 20:11:39,1525637499
62,135133,rebellion,rebellion,2018-05-06 20:11:23,1525637483
62,135133,revolution,revolution,2018-05-06 20:11:21,1525637481
62,135518,Ben Kingsley,ben kingsley,2018-07-01 18:56:05,1530471365
62,135518,ethics,ethics,2018-07-01 18:55:46,1530471346
62,135518,immortality,immortality,2018-07-01 18:55:43,1530471343
62,135518,ryan reynolds,ryan reynolds,2018-07-01 18:55:52,1530471352
62,135536,Bad story,bad story,2018-05-05 21:18:10,1525555090
62,135536,Bad writing,bad writing,2018-05-05 21:18:04,1525555084
62,135536,Batman,batman,2018-05-05 21:17:57,1525555077
62,135536,Ben Affleck,ben affleck,2018-05-05 21:18:26,1525555106
62,135536,comic book,comic book,2018-05-05 21:18:12,1525555092
62,135536,dc comics,dc comics,2018-05-05 21:18:00,1525555080
62,135536,good soundtrack,good soundtrack,2018-05-05 21:18:09,1525555089
62,135536,Harley Quinn,harley quinn,2018-05-05 21:17:59,1525555079
62,135536,Harley Quinn's ass,harley quinn s ass,2018-05-05 21:18:14,1525555094
62,135536,Horrible directing,horrible directing,2018-05-05 21:18:19,1525555099
62,135536,Jared Leto,jared leto,2018-05-05 21:17:52,1525555072
62,135536,Joker,joker,2018-05-05 21:17:54,1525555074
62,135536,lack of plot,lack of plot,2018-05-05 21:17:49,1525555069
62,135536,Margot Robbie,margot robbie,2018-05-05 21:17:53,1525555073
62,135536,Poor story,poor story,2018-05-05 21:18:07,1525555087
62,135536,poorly paced,poorly paced,2018-05-05 21:18:03,1525555083
62,135536,superhero,superhero,2018-05-05 21:18:23,1525555103
62,135536,visually appealing,visually appealing,2018-05-05 21:18:29,1525555109
62,135536,Will Smith,will smith,2018-05-05 21:17:56,1525555076
62,136864,action,action,2018-05-05 21:20:42,1525555242
62,136864,batman,batman,2018-05-05 21:20:11,1525555211
62,136864,ben affleck,ben affleck,2018-05-05 21:20:23,1525555223
62,136864,dark,dark,2018-05-05 21:20:27,1525555227
62,136864,dc comics,dc comics,2018-05-05 21:20:25,1525555225
62,136864,Gal Gadot,gal gadot,2018-05-05 21:20:40,1525555240
62,136864,superhero,superhero,2018-05-05 21:20:43,1525555243
62,136864,superman,superman,2018-05-05 21:20:13,1525555213
62,136864,wonderwoman,wonderwoman,2018-05-05 21:20:33,1525555233
62,139385,leonardo DiCarpio,leonardo dicarpio,2018-05-11 22:50:25,1526079025
62,139385,survival,survival,2018-05-11 22:50:19,1526079019
62,139385,tom hardy,tom hardy,2018-05-11 22:50:29,1526079029
62,139385,visually appealing,visually appealing,2018-05-11 22:50:38,1526079038
62,158966,building a family,building a family,2018-05-11 22:05:53,1526076353
62,158966,creative,creative,2018-05-11 22:05:41,1526076341
62,158966,freedom,freedom,2018-05-11 22:05:39,1526076339
62,158966,good writing,good writing,2018-05-11 22:05:50,1526076350
62,158966,individualism,individualism,2018-05-11 22:05:44,1526076344
62,158966,Viggo Mortensen,viggo mortensen,2018-05-11 22:05:42,1526076342
62,168248,action,action,2018-06-04 22:44:55,1528152295
62,168248,dark hero,dark hero,2018-06-04 22:44:51,1528152291
62,168248,gun tactics,gun tactics,2018-06-04 22:44:47,1528152287
62,168248,hitman,hitman,2018-06-04 22:44:53,1528152293
62,168248,Keanu Reeves,keanu reeves,2018-06-04 22:44:44,1528152284
62,168248,organized crime,organized crime,2018-06-04 22:44:49,1528152289
62,168248,secret society,secret society,2018-06-04 22:44:42,1528152282
62,174053,Dystopia,dystopia,2018-05-06 20:09:01,1525637341
62,174053,future,future,2018-05-06 20:09:03,1525637343
62,174053,interesting,interesting,2018-05-06 20:09:06,1525637346
62,174053,jon hamm,jon hamm,2018-05-06 20:09:44,1525637384
62,174053,thought provoking,thought provoking,2018-05-06 20:09:04,1525637344
62,179401,Action,action,2018-06-14 00:02:18,1528934538
62,179401,Comedy,comedy,2018-06-14 00:02:14,1528934534
62,179401,Dwayne Johnson,dwayne johnson,2018-06-14 00:02:20,1528934540
62,179401,funny,funny,2018-06-14 00:02:16,1528934536
62,183611,Comedy,comedy,2018-05-13 20:51:29,1526244689
62,183611,funny,funny,2018-05-13 20:51:28,1526244688
62,183611,Rachel McAdams,rachel mcadams,2018-05-13 20:51:49,1526244709
62,184471,adventure,adventure,2018-06-03 11:21:40,1528024900
62,184471,Alicia Vikander,alicia vikander,2018-06-03 11:21:54,1528024914
62,184471,video game adaptation,video game adaptation,2018-06-03 11:21:38,1528024898
62,187593,Josh Brolin,josh brolin,2018-05-25 18:48:16,1527274096
62,187593,Ryan Reynolds,ryan reynolds,2018-05-25 18:48:12,1527274092
62,187593,sarcasm,sarcasm,2018-05-25 18:48:10,1527274090
62,187595,Emilia Clarke,emilia clarke,2018-06-14 00:02:40,1528934560
62,187595,star wars,star wars,2018-06-14 00:02:32,1528934552
63,260,classic,classic,2015-09-25 16:48:18,1443199698
63,260,space action,space action,2015-09-25 16:48:30,1443199710
76,260,action,action,2015-08-10 00:13:14,1439165594
76,260,sci-fi,sci fi,2015-08-10 00:13:08,1439165588
103,260,EPIC,epic,2015-05-18 13:05:12,1431954312
103,260,great soundtrack,great soundtrack,2015-05-18 13:05:37,1431954337
103,296,good dialogue,good dialogue,2015-05-18 13:09:15,1431954555
103,296,great soundtrack,great soundtrack,2015-05-18 13:09:15,1431954555
